date,jour_culture,temperature_air_c,temperature_sol_c,humidite_air_pourcent,humidite_sol_pourcent,ph_sol,lumiere_heures_jour,pluie_mm_24h,arrosage_litres_jour,stade_croissance,hauteur_plant_cm,nb_fleurs,nb_fruits,couleur_feuilles,etat_general,recommandation
2025-07-05,126,23.9,20.4,82.6,77.2,6.87,10.6,1.8,0.56,recolte,113.7,1,18,tachete,bon,recolte_bientot
2025-07-25,146,28.6,25.3,60.9,60.0,6.36,6.6,1.9,1.33,recolte,109.7,6,27,vert,bon,recolte_bientot
2025-05-11,71,15.8,12.2,85.4,55.0,5.89,8.2,5.0,2.48,floraison,104.6,23,2,vert,bon,bon
2025-03-22,21,19.6,15.9,85.4,73.2,6.36,8.7,2.8,2.51,jeune_plant,24.6,0,0,vert,bon,bon
2025-05-05,65,27.0,23.9,65.2,63.1,5.91,8.8,7.0,2.62,floraison,90.6,29,2,vert,bon,bon
2025-06-06,97,17.2,16.1,48.2,46.6,6.23,8.6,4.4,0.61,fructification,90.3,7,8,vert,bon,bon
2025-05-31,91,21.5,20.1,60.7,75.7,6.19,9.5,1.0,2.25,fructification,105.6,5,16,vert,bon,bon
2025-05-01,61,23.4,21.5,70.9,70.8,6.43,7.9,1.0,0.99,floraison,92.9,11,2,vert,bon,bon
2025-05-02,62,16.6,17.4,47.5,50.9,6.84,9.7,0.0,0.91,floraison,96.3,16,1,vert,bon,bon
2025-03-14,13,27.4,26.5,46.7,42.9,6.2,13.8,0.8,2.02,semis,3.5,0,0,vert,bon,bon
2025-07-03,124,13.8,11.4,72.6,54.1,6.33,10.3,2.6,2.47,recolte,147.5,1,29,vert,stress_leger,recolte_bientot
2025-07-15,136,26.8,24.8,66.7,58.2,6.39,7.8,0.0,2.01,recolte,127.6,7,27,fonce,bon,recolte_bientot
2025-03-22,21,17.2,15.1,57.8,85.0,6.52,8.8,0.1,1.51,jeune_plant,16.2,0,0,jaune,stress_leger,trop_eau
2025-03-05,4,21.0,17.8,50.2,53.6,6.34,8.8,0.7,2.93,semis,2.0,0,0,vert,bon,bon
2025-04-20,50,21.9,19.6,57.4,72.1,6.5,10.3,2.3,1.49,croissance,64.1,3,0,vert,bon,bon
2025-07-19,140,8.4,10.0,79.8,68.7,6.45,11.1,2.5,0.95,recolte,124.4,5,20,tachete,stress_leger,risque_froid
2025-04-14,44,23.6,25.9,55.7,65.9,6.19,7.8,0.0,1.71,croissance,69.2,4,0,vert,bon,bon
2025-07-24,145,28.3,25.9,49.7,50.5,7.03,13.6,4.7,0.75,recolte,171.0,0,10,vert,bon,bon
2025-06-05,96,20.6,16.3,68.9,42.2,5.0,9.7,0.0,0.98,fructification,101.3,5,15,tachete,stress_leger,sol_pas_adapte
2025-04-08,38,25.3,22.0,50.1,55.6,6.2,10.5,0.0,1.92,croissance,51.0,2,0,vert,bon,bon
2025-04-07,37,31.4,28.6,49.2,38.3,6.13,12.0,1.4,4.74,croissance,25.2,0,0,jaune,stress_leger,arroser
2025-04-04,34,21.7,18.4,58.6,36.1,7.3,9.9,1.0,4.18,croissance,78.6,0,0,jaune,stress_leger,arroser
2025-04-16,46,14.6,11.0,82.1,75.5,5.84,12.8,0.0,2.81,croissance,42.4,4,0,fonce,stress_leger,risque_froid
2025-06-28,119,18.5,16.2,69.6,58.3,6.57,8.1,0.1,0.67,fructification,143.6,9,23,vert,bon,bon
2025-06-29,120,18.3,15.8,45.3,38.3,6.46,11.1,5.0,4.21,recolte,126.4,0,15,jaune,stress_leger,arroser
2025-04-14,44,19.1,18.1,74.4,43.3,5.94,11.1,1.4,2.72,croissance,45.0,1,0,vert,bon,bon
2025-06-15,106,24.3,23.9,68.6,42.5,7.1,9.7,4.7,1.66,fructification,148.6,5,24,vert,bon,bon
2025-03-08,7,19.7,15.9,57.4,46.8,6.13,9.2,0.0,1.57,semis,2.3,0,0,vert,bon,bon
2025-06-10,101,16.8,13.5,74.8,42.8,6.68,9.4,4.7,0.85,fructification,81.0,4,11,vert,bon,bon
2025-04-07,37,19.3,19.0,48.9,37.8,6.36,9.9,0.0,2.38,croissance,68.4,1,0,jaune,stress_leger,arroser
2025-06-12,103,28.5,24.1,74.5,20.0,7.09,10.3,0.0,3.32,fructification,99.2,8,7,fonce,stress_leger,arroser
2025-04-30,60,19.4,19.0,42.9,65.6,5.87,9.8,0.1,2.0,floraison,105.1,10,0,vert,bon,bon
2025-07-22,143,24.3,24.4,51.3,58.6,6.49,9.6,2.2,1.48,recolte,136.4,5,17,tachete,bon,recolte_bientot
2025-07-05,126,23.4,19.7,46.7,65.4,6.97,9.8,0.0,2.94,recolte,100.7,1,10,vert,bon,bon
2025-04-20,50,20.2,19.2,95.0,59.6,6.64,12.3,1.6,2.37,croissance,62.8,3,0,vert,bon,bon
2025-05-17,77,27.1,25.2,83.7,85.9,6.67,14.0,1.4,2.25,floraison,106.5,27,2,jaune,stress_leger,trop_eau
2025-05-15,75,25.9,23.5,86.4,58.6,7.11,11.2,0.8,2.57,floraison,103.3,14,0,vert,bon,bon
2025-07-17,138,24.2,22.7,70.7,59.1,6.25,12.8,1.7,2.37,recolte,125.6,0,39,vert,bon,recolte_bientot
2025-04-29,59,22.3,17.1,53.9,57.5,5.87,5.8,0.0,2.71,croissance,41.1,0,0,jaune,stress_leger,manque_lumiere
2025-03-12,11,23.6,20.9,50.1,90.0,6.46,9.6,7.1,2.0,semis,5.4,0,0,tachete,stress_leger,trop_eau
2025-06-20,111,23.0,23.6,46.4,69.0,7.15,12.5,6.0,2.46,fructification,130.4,4,19,vert,bon,bon
2025-05-19,79,23.3,20.5,64.1,60.5,6.13,11.5,0.9,2.32,floraison,91.8,10,1,vert,bon,bon
2025-06-17,108,27.9,26.5,53.0,86.5,5.95,13.4,0.0,1.79,fructification,130.6,3,9,tachete,stress_leger,trop_eau
2025-07-03,124,16.5,13.6,54.0,50.8,6.52,8.3,0.0,1.48,recolte,151.2,2,10,vert,bon,bon
2025-06-11,102,22.9,25.5,68.9,81.2,6.65,8.8,3.4,2.69,fructification,133.2,11,6,jaune,stress_leger,trop_eau
2025-04-07,37,26.5,27.1,67.6,57.0,6.32,10.3,4.9,2.57,croissance,29.7,4,0,vert,bon,bon
2025-07-02,123,26.4,27.4,56.5,36.7,5.77,9.2,0.6,2.62,recolte,167.9,4,34,vert,stress_leger,recolte_bientot
2025-05-10,70,21.0,17.3,54.8,53.6,6.35,7.9,1.9,0.84,floraison,107.5,11,2,vert,bon,bon
2025-04-21,51,21.0,19.4,61.1,52.7,7.06,10.3,4.5,2.78,croissance,25.3,2,0,vert,bon,bon
2025-06-22,113,24.2,22.3,56.5,68.7,6.44,12.5,0.0,2.37,fructification,135.1,13,16,vert,bon,bon
2025-04-14,44,19.3,15.6,72.1,35.0,5.37,12.5,0.6,3.11,croissance,26.8,3,0,jaune,stress_leger,sol_pas_adapte
2025-06-27,118,19.9,16.9,65.4,61.2,6.67,4.0,0.1,2.81,fructification,121.9,3,17,jaune,stress_leger,manque_lumiere
2025-06-06,97,23.0,22.7,43.8,61.5,6.75,8.5,0.0,2.19,fructification,120.7,6,11,vert,bon,bon
2025-05-07,67,26.9,26.0,40.4,56.8,6.61,10.5,5.2,0.83,floraison,84.9,23,2,vert,bon,bon
2025-05-18,78,21.1,17.8,87.9,35.1,5.87,11.3,1.3,2.37,floraison,77.1,6,1,jaune,stress_leger,arroser
2025-03-24,23,15.4,13.0,57.7,63.8,6.25,9.4,3.0,0.97,jeune_plant,17.5,0,0,vert,bon,bon
2025-04-13,43,18.1,15.4,70.9,77.8,7.12,10.3,0.0,0.54,croissance,77.2,3,0,jaune,bon,bon
2025-07-13,134,23.8,21.3,61.6,45.0,5.89,11.3,2.4,1.7,recolte,118.7,6,28,vert,bon,recolte_bientot
2025-04-30,60,17.2,16.0,41.4,50.2,5.91,8.7,1.2,2.68,floraison,80.2,27,0,vert,bon,bon
2025-07-25,146,23.5,22.9,91.3,70.6,6.67,10.1,0.0,0.54,recolte,139.1,1,17,vert,bon,recolte_bientot
2025-06-13,104,17.5,14.9,53.9,90.0,6.3,10.4,1.0,2.18,fructification,100.4,4,6,jaune,stress_leger,trop_eau
2025-07-27,148,30.8,27.7,65.4,61.6,6.18,6.5,0.6,0.71,recolte,117.9,3,34,vert,bon,recolte_bientot
2025-07-16,137,14.3,12.8,67.9,54.1,7.13,8.2,0.8,1.32,recolte,165.7,2,37,vert,stress_leger,recolte_bientot
2025-06-14,105,12.5,15.5,68.2,68.5,6.22,10.4,2.8,2.55,fructification,131.3,14,18,tachete,stress_leger,risque_froid
2025-06-02,93,13.8,12.6,76.1,58.5,6.59,13.0,0.1,2.74,fructification,132.6,2,15,tachete,stress_leger,risque_froid
2025-04-04,34,18.6,19.2,80.7,50.6,6.18,8.9,3.0,1.14,croissance,55.7,3,0,vert,bon,bon
2025-06-24,115,20.3,17.9,55.9,43.8,6.29,9.4,0.0,1.61,fructification,136.3,7,20,vert,bon,bon
2025-05-17,77,23.1,21.6,50.8,71.7,6.06,10.1,0.1,1.83,floraison,110.0,13,0,vert,bon,bon
2025-04-22,52,14.9,11.5,54.2,55.5,6.17,7.2,2.1,1.72,croissance,65.4,1,0,tachete,stress_leger,risque_froid
2025-05-19,79,25.3,23.3,84.0,49.9,6.26,9.5,2.2,1.22,floraison,105.2,15,1,vert,bon,bon
2025-05-09,69,25.5,22.3,47.6,72.4,6.52,12.2,0.3,2.69,floraison,71.4,23,0,vert,bon,bon
2025-04-14,44,26.3,21.6,74.0,65.3,6.77,10.2,0.8,0.74,croissance,33.7,4,0,vert,bon,bon
2025-05-12,72,28.0,25.3,60.1,33.3,6.24,9.2,4.7,2.98,floraison,114.1,11,0,jaune,stress_leger,arroser
2025-06-24,115,29.5,30.2,75.2,87.1,7.41,12.9,4.2,1.4,fructification,125.3,7,22,jaune,stress_leger,trop_eau
2025-03-08,7,18.2,16.7,45.2,73.2,6.38,11.8,5.8,2.91,semis,2.2,0,0,vert,bon,bon
2025-04-07,37,22.1,17.1,55.5,54.1,6.26,11.9,2.4,2.61,croissance,32.7,0,0,vert,bon,bon
2025-06-03,94,27.6,26.6,57.6,41.3,5.91,9.3,4.1,1.13,fructification,130.8,6,3,vert,bon,bon
2025-07-22,143,24.9,23.9,82.5,61.1,6.09,9.0,2.6,1.24,recolte,141.4,4,18,vert,bon,recolte_bientot
2025-07-18,139,21.3,18.5,76.8,72.4,6.33,9.2,3.5,2.38,recolte,149.6,7,31,vert,bon,recolte_bientot
2025-06-06,97,17.5,15.0,34.9,46.9,7.17,5.7,0.7,1.08,fructification,129.8,11,4,jaune,stress_leger,manque_lumiere
2025-07-14,135,21.6,20.9,36.7,49.7,6.69,6.7,0.0,1.97,recolte,144.9,6,14,vert,bon,bon
2025-04-13,43,22.1,21.1,76.5,52.8,6.1,10.4,3.1,0.54,croissance,55.2,1,0,vert,bon,bon
2025-05-31,91,21.1,19.6,88.2,41.7,6.06,12.1,0.4,2.2,fructification,104.4,12,16,vert,bon,bon
2025-06-22,113,28.2,28.6,44.7,76.3,6.61,6.9,1.0,2.29,fructification,148.1,10,19,vert,bon,bon
2025-05-27,87,25.7,22.2,56.0,83.5,5.52,10.5,2.7,1.4,fructification,115.1,8,10,tachete,stress_leger,trop_eau
2025-05-07,67,31.0,30.4,46.8,80.2,6.03,7.9,0.6,1.72,floraison,97.5,27,1,tachete,stress_leger,trop_eau
2025-07-03,124,38.0,32.0,54.3,82.9,7.52,8.9,1.7,0.63,recolte,120.7,0,18,tachete,stress_moyen,risque_chaleur
2025-04-19,49,18.7,16.2,65.3,59.0,7.8,10.3,0.0,1.97,croissance,36.2,2,0,jaune,stress_leger,sol_pas_adapte
2025-05-23,83,18.0,17.4,66.3,44.7,6.93,12.3,0.0,1.3,fructification,122.8,7,19,vert,bon,bon
2025-07-07,128,23.7,20.4,35.2,49.3,6.36,11.2,0.0,1.58,recolte,141.1,1,14,vert,bon,bon
2025-03-22,21,12.6,10.0,62.0,59.8,5.98,10.1,1.3,0.61,jeune_plant,10.8,0,0,fonce,stress_leger,risque_froid
2025-05-24,84,21.6,20.1,54.3,70.4,5.9,10.2,0.6,2.26,fructification,90.6,5,6,vert,bon,bon
2025-06-16,107,19.1,17.5,71.2,68.5,6.6,9.9,0.9,2.72,fructification,86.9,9,4,jaune,bon,bon
2025-05-30,90,10.4,10.0,59.6,50.8,7.26,10.5,2.1,2.61,fructification,81.5,10,4,fonce,stress_moyen,risque_froid
2025-03-10,9,23.1,19.4,74.0,47.2,6.35,10.2,0.7,2.79,semis,7.0,0,0,vert,bon,bon
2025-04-07,37,27.1,24.3,61.4,50.1,5.56,10.9,1.3,0.83,croissance,56.9,0,0,vert,stress_leger,bon
2025-07-23,144,21.0,18.5,47.8,20.0,7.02,9.5,5.0,4.97,recolte,178.0,3,11,jaune,stress_leger,arroser
2025-06-10,101,13.4,14.5,57.3,52.4,6.5,8.6,2.7,2.47,fructification,145.5,3,15,tachete,stress_leger,risque_froid
2025-07-13,134,25.8,23.8,61.0,90.0,5.89,8.2,0.0,1.84,recolte,137.5,1,26,jaune,stress_leger,trop_eau
2025-07-08,129,17.6,18.1,87.4,58.2,7.05,13.6,0.7,0.78,recolte,126.1,5,13,vert,bon,bon
2025-07-04,125,21.0,20.1,71.0,76.1,7.5,7.5,4.7,2.31,recolte,131.2,6,17,jaune,stress_leger,sol_pas_adapte
2025-07-03,124,15.3,14.7,63.3,76.9,6.74,11.0,2.2,2.13,recolte,157.8,4,12,vert,bon,bon
2025-03-15,14,28.4,27.8,63.9,66.8,6.34,8.5,4.4,0.97,semis,3.0,0,0,vert,bon,bon
2025-06-09,100,23.4,21.5,78.2,62.6,7.29,9.6,0.0,2.63,fructification,104.7,4,19,vert,stress_leger,bon
2025-07-13,134,10.0,10.0,41.8,63.0,5.95,10.0,0.0,2.18,recolte,137.5,7,36,fonce,stress_leger,risque_froid
2025-03-15,14,15.3,15.7,68.5,55.1,7.28,10.6,0.0,1.48,semis,6.8,0,0,vert,stress_leger,bon
2025-06-26,117,12.4,13.3,90.3,68.3,6.25,9.4,9.0,2.06,fructification,115.7,12,3,tachete,stress_leger,risque_froid
2025-06-15,106,20.3,18.3,75.8,61.8,6.16,8.2,5.2,2.1,fructification,127.0,8,6,vert,bon,bon
2025-03-17,16,20.6,20.1,70.3,58.3,7.82,14.7,0.0,2.32,jeune_plant,10.9,0,0,tachete,stress_leger,sol_pas_adapte
2025-03-18,17,20.0,15.7,57.8,69.0,6.97,11.4,2.0,1.07,jeune_plant,18.6,0,0,vert,bon,bon
2025-04-12,42,20.6,15.9,66.8,68.5,6.92,12.1,0.3,0.96,croissance,62.7,0,0,vert,bon,bon
2025-06-24,115,27.2,27.5,95.0,80.7,5.9,10.8,2.8,0.7,fructification,129.7,8,8,jaune,stress_leger,trop_eau
2025-07-23,144,22.2,19.3,52.9,90.0,6.58,12.2,2.7,2.77,recolte,117.1,1,12,tachete,stress_leger,trop_eau
2025-03-24,23,21.2,17.8,75.3,64.5,6.19,7.6,2.2,2.66,jeune_plant,14.7,0,0,vert,bon,bon
2025-07-18,139,17.7,14.6,87.6,90.0,6.4,12.3,11.0,0.0,recolte,115.5,3,26,tachete,stress_leger,trop_eau
2025-06-25,116,28.0,26.5,62.2,40.9,6.27,10.5,0.0,0.89,fructification,81.1,6,19,vert,bon,bon
2025-03-29,28,19.1,17.6,61.1,56.9,6.88,8.1,0.2,1.4,jeune_plant,9.5,0,0,vert,bon,bon
2025-04-10,40,31.0,27.7,73.3,54.9,5.95,8.8,0.8,1.64,croissance,29.9,1,0,vert,bon,bon
2025-06-19,110,21.4,16.2,61.7,77.6,7.17,10.9,0.3,2.26,fructification,118.7,13,13,vert,bon,bon
2025-03-05,4,20.8,20.6,76.8,70.8,6.29,11.4,1.6,2.15,semis,8.0,0,0,vert,bon,bon
2025-07-11,132,21.0,20.8,52.1,75.4,6.87,10.7,4.5,1.89,recolte,167.9,1,15,vert,bon,bon
2025-03-23,22,23.1,20.2,57.2,66.4,7.24,9.7,11.5,0.0,jeune_plant,15.4,0,0,vert,stress_leger,bon
2025-06-18,109,24.2,20.8,90.7,50.6,6.46,5.6,0.0,0.9,fructification,100.9,2,15,jaune,stress_leger,manque_lumiere
2025-07-06,127,23.6,21.9,62.1,46.7,7.18,10.5,1.6,1.66,recolte,134.3,3,12,vert,bon,bon
2025-04-13,43,19.0,16.7,53.4,64.7,6.7,10.4,7.7,2.34,croissance,45.3,1,0,vert,bon,bon
2025-07-01,122,25.9,21.4,70.0,78.8,6.49,11.8,5.2,0.54,recolte,163.7,1,20,vert,bon,recolte_bientot
2025-04-17,47,24.0,20.7,58.9,85.8,6.76,8.8,8.6,1.19,croissance,35.8,2,0,jaune,stress_leger,trop_eau
2025-06-29,120,23.5,20.0,57.7,53.3,6.74,8.4,0.4,0.84,recolte,174.7,2,11,vert,bon,bon
2025-05-17,77,30.8,28.7,57.0,59.8,6.99,11.5,0.0,2.3,floraison,99.4,27,2,vert,bon,bon
2025-04-21,51,20.1,20.4,58.0,61.7,7.6,8.0,0.0,1.49,croissance,54.4,2,0,tachete,stress_leger,sol_pas_adapte
2025-04-25,55,21.8,17.7,74.7,74.2,6.88,6.6,0.0,2.77,croissance,62.6,1,0,vert,bon,bon
2025-05-03,63,20.2,15.7,45.2,66.8,6.75,13.1,0.0,1.87,floraison,85.3,23,1,vert,bon,bon
2025-04-04,34,13.8,11.6,39.4,51.6,6.44,9.8,0.0,1.57,croissance,37.3,0,0,fonce,stress_leger,risque_froid
2025-04-14,44,18.0,17.1,80.6,64.7,6.33,11.3,0.0,2.54,croissance,30.8,1,0,vert,bon,bon
2025-07-10,131,23.7,20.4,55.3,62.5,6.81,9.6,0.0,1.82,recolte,128.2,3,30,vert,bon,recolte_bientot
2025-06-01,92,23.9,20.1,44.6,55.5,6.79,8.4,7.6,2.21,fructification,84.6,11,9,vert,bon,bon
2025-04-27,57,33.6,30.6,50.8,37.1,6.59,8.9,0.1,3.51,croissance,39.4,2,0,jaune,stress_moyen,arroser
2025-06-24,115,24.1,21.6,50.4,60.8,7.1,10.2,0.2,0.52,fructification,86.6,12,18,vert,bon,bon
2025-03-17,16,21.0,17.9,55.5,66.8,6.3,9.4,0.0,2.5,jeune_plant,11.2,0,0,vert,bon,bon
2025-03-22,21,21.5,18.5,53.6,62.5,6.02,8.7,0.0,0.7,jeune_plant,11.2,0,0,vert,bon,bon
2025-05-10,70,24.9,23.1,67.9,72.0,7.31,6.1,0.3,2.45,floraison,99.5,18,0,jaune,stress_leger,manque_lumiere
2025-06-28,119,28.1,25.4,68.4,42.6,6.41,12.5,4.9,1.83,fructification,121.0,6,13,vert,bon,bon
2025-07-04,125,21.5,19.0,53.8,64.9,6.85,8.3,1.3,2.98,recolte,124.9,7,10,vert,bon,bon
2025-05-22,82,24.7,23.7,54.6,64.7,7.31,8.5,3.8,1.21,fructification,118.0,6,18,vert,stress_leger,bon
2025-06-19,110,21.5,18.5,51.4,54.6,5.91,10.2,4.8,1.08,fructification,131.8,9,18,vert,bon,bon
2025-07-26,147,15.7,13.5,73.6,90.0,5.49,8.8,0.0,2.01,recolte,141.4,7,12,jaune,stress_leger,sol_pas_adapte
2025-04-16,46,17.4,12.7,78.3,72.7,6.55,11.9,4.6,1.46,croissance,57.6,2,0,vert,bon,bon
2025-06-03,94,17.8,17.6,70.1,49.6,6.06,7.7,0.6,2.65,fructification,86.2,9,8,vert,bon,bon
2025-03-28,27,27.9,24.8,73.9,63.2,6.85,9.3,0.0,2.65,jeune_plant,15.3,0,0,vert,bon,bon
2025-05-18,78,14.4,13.3,72.3,66.9,6.49,13.6,2.6,0.95,floraison,94.9,8,2,fonce,stress_leger,risque_froid
2025-03-16,15,20.5,21.5,48.8,64.0,6.23,6.4,0.9,1.51,jeune_plant,14.3,0,0,vert,bon,bon
2025-06-21,112,18.7,15.6,81.8,75.3,6.94,11.1,3.0,1.07,fructification,104.8,14,18,vert,bon,bon
2025-07-27,148,19.7,16.8,66.8,50.5,6.52,11.0,0.0,2.04,recolte,154.4,4,32,vert,bon,recolte_bientot
2025-05-17,77,23.5,21.5,53.3,49.2,6.41,8.6,0.0,2.58,floraison,91.2,5,1,vert,bon,bon
2025-03-02,1,20.4,17.6,54.4,56.8,7.42,5.1,1.6,1.24,semis,5.9,0,0,jaune,stress_leger,manque_lumiere
2025-03-27,26,33.3,32.0,71.6,63.9,6.33,9.5,0.0,2.67,jeune_plant,10.1,0,0,fonce,stress_leger,risque_chaleur
2025-07-14,135,18.0,16.0,64.1,65.8,6.54,15.0,3.1,1.36,recolte,141.6,3,23,jaune,bon,recolte_bientot
2025-03-05,4,21.5,22.0,61.2,80.2,6.78,7.5,0.1,1.04,semis,3.0,0,0,tachete,stress_leger,trop_eau
2025-03-25,24,28.8,24.9,69.6,34.4,6.58,7.4,5.4,4.41,jeune_plant,11.1,0,0,jaune,stress_leger,arroser
2025-06-21,112,26.7,24.4,64.0,41.7,6.99,10.2,0.0,2.73,fructification,98.9,10,14,vert,bon,bon
2025-03-10,9,22.0,20.9,55.0,48.5,6.36,8.9,1.4,2.07,semis,7.9,0,0,vert,bon,bon
2025-04-01,31,22.0,18.3,84.6,70.0,6.78,13.4,8.5,0.95,croissance,36.2,2,0,vert,bon,bon
2025-03-26,25,25.2,23.5,59.9,69.9,5.85,13.0,4.0,0.81,jeune_plant,12.3,0,0,vert,bon,bon
2025-06-07,98,19.6,18.9,55.5,50.3,6.9,11.3,3.7,2.76,fructification,118.0,4,14,jaune,bon,bon
2025-05-01,61,15.1,16.9,70.6,57.7,6.89,10.0,5.8,0.91,floraison,62.3,14,2,vert,bon,bon
2025-06-09,100,17.0,15.5,59.8,75.5,6.54,7.6,3.1,0.93,fructification,81.5,7,11,vert,bon,bon
2025-06-18,109,22.3,22.1,41.0,74.5,6.22,9.1,3.5,1.73,fructification,134.7,9,13,vert,bon,bon
2025-06-20,111,11.8,10.0,58.4,56.0,6.1,9.2,3.6,2.44,fructification,140.9,9,22,tachete,stress_leger,risque_froid
2025-03-22,21,32.8,30.3,77.5,66.4,6.95,8.8,0.0,0.88,jeune_plant,22.3,0,0,fonce,stress_leger,risque_chaleur
2025-07-05,126,30.5,27.9,47.1,66.2,6.37,9.7,0.2,2.36,recolte,142.6,1,28,vert,bon,recolte_bientot
2025-06-21,112,15.4,11.8,61.7,69.2,6.43,10.0,0.4,2.71,fructification,131.5,4,8,vert,bon,bon
2025-07-10,131,18.2,17.4,49.7,64.6,6.63,10.6,0.0,1.09,recolte,166.0,3,28,vert,bon,recolte_bientot
2025-05-29,89,18.0,16.4,95.0,80.1,5.81,10.9,1.1,2.32,fructification,124.0,3,16,jaune,stress_leger,trop_eau
2025-03-21,20,22.6,19.5,65.3,84.0,6.43,12.4,0.0,2.01,jeune_plant,20.2,0,0,jaune,stress_leger,trop_eau
2025-05-07,67,14.9,11.8,51.9,47.0,5.98,9.5,0.0,2.25,floraison,109.6,15,2,fonce,stress_leger,risque_froid
2025-05-02,62,16.5,12.6,63.6,61.5,6.43,12.7,3.5,2.33,floraison,66.8,26,0,vert,bon,bon
2025-03-22,21,18.0,16.7,53.5,74.4,6.39,9.7,0.0,2.83,jeune_plant,10.0,0,0,vert,bon,bon
2025-04-12,42,24.3,20.0,72.6,20.0,5.92,7.6,1.5,2.67,croissance,63.7,4,0,jaune,stress_leger,arroser
2025-03-06,5,23.1,18.3,49.1,54.5,6.5,9.1,2.7,2.67,semis,6.6,0,0,vert,bon,bon
2025-04-19,49,22.5,20.0,58.4,59.1,6.6,11.1,0.0,2.72,croissance,48.1,0,0,vert,bon,bon
2025-03-22,21,20.3,16.4,71.2,37.5,6.08,9.0,0.0,2.39,jeune_plant,18.8,0,0,fonce,stress_leger,arroser
2025-04-03,33,20.5,19.2,51.7,52.1,6.42,10.6,10.0,0.0,croissance,33.1,4,0,vert,bon,bon
2025-07-22,143,19.2,17.3,83.9,61.3,6.95,8.9,5.5,1.68,recolte,172.1,5,36,vert,bon,recolte_bientot
2025-03-04,3,30.1,26.5,69.9,30.9,6.3,9.2,1.7,4.85,semis,3.3,0,0,jaune,stress_leger,arroser
2025-06-09,100,30.1,29.4,58.9,90.0,7.23,11.9,0.0,1.71,fructification,114.8,10,19,jaune,stress_leger,trop_eau
2025-04-22,52,17.4,14.9,61.6,64.2,7.02,12.1,0.0,1.57,croissance,51.2,2,0,vert,bon,bon
2025-07-03,124,24.1,22.8,52.5,43.2,6.87,9.6,0.0,1.15,recolte,135.4,3,35,vert,bon,recolte_bientot
2025-06-17,108,17.7,15.8,59.7,51.9,6.46,7.7,3.1,2.01,fructification,85.2,7,24,vert,bon,bon
2025-06-29,120,24.7,23.9,43.6,58.9,7.37,10.6,14.1,0.0,recolte,174.8,7,38,vert,stress_leger,recolte_bientot
2025-04-07,37,24.8,24.5,76.2,60.9,7.02,10.6,3.3,1.73,croissance,30.4,1,0,vert,bon,bon
2025-04-10,40,18.2,16.1,56.8,49.3,6.6,11.2,1.1,1.32,croissance,52.4,3,0,vert,bon,bon
2025-05-10,70,19.9,19.7,69.7,63.2,6.3,5.8,3.5,2.61,floraison,72.6,12,0,jaune,stress_leger,manque_lumiere
2025-05-11,71,15.4,14.7,86.9,46.8,6.38,7.8,0.9,0.93,floraison,113.1,21,2,vert,bon,bon
2025-05-24,84,23.6,19.8,95.0,60.7,6.78,9.8,1.7,1.73,fructification,90.3,3,17,vert,bon,bon
2025-03-12,11,31.0,27.9,65.6,64.0,6.74,15.0,0.0,2.13,semis,7.8,0,0,vert,bon,bon
2025-06-16,107,24.5,21.1,54.3,90.0,6.63,10.7,1.2,1.39,fructification,134.9,6,18,tachete,stress_leger,trop_eau
2025-06-12,103,18.2,18.2,53.0,69.1,5.62,12.2,2.2,2.06,fructification,85.8,6,24,vert,stress_leger,bon
2025-04-15,45,8.0,10.0,48.6,40.6,5.52,10.6,2.9,2.33,croissance,49.3,1,0,tachete,stress_moyen,risque_froid
2025-03-20,19,22.1,18.6,44.8,51.2,5.79,6.5,0.2,2.77,jeune_plant,14.3,0,0,jaune,stress_leger,manque_lumiere
2025-07-05,126,15.7,13.6,47.3,40.9,5.66,8.2,15.5,0.0,recolte,156.5,6,38,jaune,stress_leger,recolte_bientot
2025-05-19,79,24.1,22.7,69.7,46.0,6.75,8.5,0.0,2.1,floraison,62.9,28,1,vert,bon,bon
2025-07-20,141,18.0,16.4,65.5,71.8,6.27,8.9,1.7,1.55,recolte,138.9,0,14,vert,bon,bon
2025-04-16,46,18.1,14.8,75.4,59.7,6.31,11.6,0.5,1.86,croissance,62.9,0,0,vert,bon,bon
2025-04-20,50,20.6,19.7,83.4,62.7,6.79,7.1,4.1,1.49,croissance,67.2,4,0,vert,bon,bon
2025-06-09,100,20.1,17.0,60.6,41.8,6.15,12.0,5.8,2.82,fructification,86.4,4,5,vert,bon,bon
2025-06-06,97,17.7,15.6,42.2,68.8,7.05,11.5,0.0,1.6,fructification,104.2,10,12,vert,bon,bon
2025-06-18,109,13.9,11.5,57.1,44.6,6.23,12.7,5.6,1.99,fructification,112.2,3,13,jaune,stress_leger,arroser
2025-05-29,89,21.6,19.7,71.0,53.1,6.86,9.1,5.0,1.5,fructification,94.2,3,19,vert,bon,bon
2025-07-25,146,16.1,16.2,53.5,65.9,7.05,11.3,1.8,1.9,recolte,123.1,5,20,vert,bon,recolte_bientot
2025-05-29,89,23.9,22.5,46.2,63.7,7.38,11.3,1.0,1.89,fructification,101.1,14,6,vert,stress_leger,bon
2025-06-18,109,24.2,22.2,64.4,48.4,6.59,12.3,0.5,2.96,fructification,96.2,4,18,vert,bon,bon
2025-07-16,137,33.3,30.7,66.5,52.7,6.88,8.3,1.0,1.54,recolte,109.4,6,27,jaune,stress_leger,recolte_bientot
